name,label,HCP_A_CI_lower,HCP_A_CI_upper,DUD_45yo_CI_lower,DUD_45yo_CI_upper,DUD_childhood_CI_lower,DUD_childhood_CI_upper,DUD_residual_CI_lower,DUD_residual_CI_upper,HCP_YA_CI_lower,HCP_YA_CI_upper
"Stacked: Task Contrast, SVR+eNet",svr_eNet_set2,0.170101736294029,0.286519092297123,0.124269416264075,0.253388682682548,0.133994871910089,0.248533596234575,-0.110062218351317,-0.005690748766362,0.112488086685741,0.187490424190598
"Stacked: Non Task, SVR+eNet",svr_eNet_set3,0.127708293493456,0.258285799560496,0.029399644132949,0.155053487635647,0.056077365309923,0.176745628797811,-0.053697708748844,0.02554368706426,0.016202062845626,0.139633989021863
"Stacked: Task FC, SVR+eNet",svr_eNet_set4,0.082074300024458,0.226510807350047,0.020338823747045,0.128328700254386,0.026759325169176,0.129639672936926,-0.08975436210911,-0.018286913251206,0.147075223727565,0.278204020922224
"Stacked: Task Contrast & Task FC, SVR+eNet",svr_eNet_set5,0.187513179901141,0.290095860833264,0.154163876975669,0.277824706707872,0.159779559971744,0.26926447782694,-0.094813712308514,0.001515373036822,0.155262685825438,0.241555727654257
"Stacked: All excluding Task FC, SVR+eNet",svr_eNet_set6,0.208699207807399,0.30725933936631,0.169370311016866,0.289908916507949,0.19855184242118,0.302151974087843,-0.097335665505799,0.006325954108174,0.129357739976226,0.204233218691708
"Stacked: All excluding Task Contrast, SVR+eNet",svr_eNet_set7,0.207115093440211,0.317971712266626,0.071109012205883,0.18999306407593,0.074148611554211,0.192643603256375,-0.088172292118858,-0.004540128920656,0.158775887484181,0.272867234052543
"Stacked: Resting and Task FC, SVR+eNet",svr_eNet_set8,0.157880185518634,0.290209978450617,0.035395386725551,0.155250881270294,0.033655708750354,0.15200406054302,-0.061045031156008,0.007170980611682,0.137003965251599,0.264983737578311
"Stacked: All, SVR+RF",svr_rf_set1,0.090239431837026,0.220793730838863,0.089496804568523,0.226295816893519,0.137278119931654,0.259738237656338,-0.140907083193325,-0.019582997775604,0.132928114423524,0.225954718488388
"Stacked: Task Contrast, SVR+RF",svr_rf_set2,0.095070292433617,0.25253645338711,0.083591193591579,0.227877747647541,0.055721327280074,0.201715208668878,-0.16776546161661,-0.050641891961267,0.066106467004167,0.157182581139858
"Stacked: Non Task, SVR+RF",svr_rf_set3,0.009239478736664,0.187268252041422,-0.061169556257982,0.090192705246004,0.016143410674193,0.155957229290984,-0.067803903682769,0.014025827415088,-0.080801406925737,0.081448576201193
"Stacked: Task FC, SVR+RF",svr_rf_set4,0.005036124084844,0.182542407138558,-0.030876966174786,0.100477849774959,-0.015548433023276,0.104626520161776,-0.107416416158943,-0.020460621765287,0.073876027407131,0.23325179757432
"Stacked: Task Contrast & Task FC, SVR+RF",svr_rf_set5,0.122164991610174,0.251266330824954,0.112591855827639,0.248798073928046,0.084511815010408,0.224489394959373,-0.149862828113008,-0.03663114126578,0.127192748285044,0.224475540773858
"Stacked: All excluding Task FC, SVR+RF",svr_rf_set6,0.123730528642804,0.257752346058396,0.141139706130726,0.270967688420631,0.136337461688542,0.26735979197722,-0.147554532599062,-0.030886593158192,0.073354389454733,0.163836330671954
"Stacked: All excluding Task Contrast, SVR+RF",svr_rf_set7,0.085255230779013,0.238115413367617,0.003724398834941,0.150281833353707,0.017282747223472,0.162093477361086,-0.110854771476335,-0.007330533042941,0.118621245733548,0.256309633792266
"Stacked: Resting and Task FC, SVR+RF",svr_rf_set8,0.100576203325519,0.265709438610513,-0.028344251548334,0.119706615445575,-0.015506818312293,0.127446916229823,-0.112873992575329,-0.01655269230229,0.068701513264804,0.22653206261455
"Stacked: All, SVR+SVR",svr_svr_set1,0.162326179201777,0.27259670966811,0.173087097835267,0.279153436145831,0.212199891891949,0.303216914776892,-0.107278290982634,0.00885361658711,0.106746921334067,0.194080923230627
"Stacked: Task Contrast, SVR+SVR",svr_svr_set2,0.130708579173144,0.262591984927015,0.113573548618096,0.250467133946134,0.11152159582014,0.240250599211816,-0.128041309193126,-0.01647030375673,0.078732075423535,0.165531494534012
"Stacked: Non Task, SVR+SVR",svr_svr_set3,0.100618612649513,0.234279379392198,0.004468030828736,0.133288590712458,0.040334525378651,0.163424176706781,-0.054584663556218,0.020967213970312,-0.026844265804092,0.108345707509871
"Stacked: Task FC, SVR+SVR",svr_svr_set4,0.041837323357823,0.204649756080845,0.005516755250427,0.119705479235134,0.017481607506539,0.124888844184429,-0.094219740128672,-0.019385164292003,0.06104056458713,0.220357148970013
"Stacked: Task Contrast & Task FC, SVR+SVR",svr_svr_set5,0.147929264052833,0.264073053234447,0.13737116446168,0.268560243957348,0.138508455924093,0.256097234463663,-0.116474272872539,-0.011935717878804,0.116637593398139,0.207502809537069
"Stacked: All excluding Task FC, SVR+SVR",svr_svr_set6,0.157973322575746,0.274237204208394,0.150727606222543,0.273387043263796,0.184247158971843,0.287073299026972,-0.108209421667948,-0.001613254024574,0.089705830942077,0.170621970691867
"Stacked: All excluding Task Contrast, SVR+SVR",svr_svr_set7,0.173034694805167,0.282558593583346,0.051177868212151,0.174309316354055,0.039671779486136,0.162322193300985,-0.109007629280647,-0.019524874278823,0.128425938988948,0.245335047924616
