name,label,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4
"Facename: Encoding-Distractor, SVR",svr_face5,0.278219404980586,0.216953468086552,0.136526091500417,0.184545654494775,0.126026236407357
"Facename: Recall-Distractor, SVR",svr_face6,0.152080689175132,0.222571238471428,0.119115280090675,0.156752408771987,0.045990511933319
"Facename FC, SVR",svr_face_FC_PCA75,0.228917510988534,0.229432161960756,0.104716471940193,0.167542614755241,0.116248639064758
"Resting State FC, SVR",svr_rest_PCA75,0.206230538849013,0.180036990213746,0.206328851865279,0.24636179581481,0.17186883121161
"Subcortical Volume, SVR",svr_subc,0.05089620431544,0.026226403173012,0.056535703479527,0.050654831228132,0.031524413647381
"Surface Area, SVR",svr_surf,0.132295840360008,0.092629956058943,0.012887643261365,0.058465171492323,-0.017763896171357
"Vismotor Contrast, SVR",svr_vism,0.082722653444979,0.139165448637491,0.074424050742803,0.05061174716649,0.025593206039953
"Vismotor FC, SVR",svr_vism_FC_PCA75,0.015646020569882,0.059788892082873,0.091353453355363,0.090687424941603,0.042965319411533
"Total Brain Volume, XGB",xgb_VolBrain,0.036106640265383,-0.021860422065927,-0.00113935930853,0.038924375372915,0.011287646746174
"CARIT Contrast, XGB",xgb_carit1,-0.159813685465012,-0.002917619173654,0.017588969633471,-0.022552755215464,-0.010556530067925
"CARIT FC, XGB",xgb_carit_FC_PCA75,0.060581879869914,-0.003681109379183,0.022978650386345,0.005808914410266,0.033642872747202
"Cortical Thickness, XGB",xgb_cort,0.038430895199597,0.047639396887715,0.016369437700265,0.04231949104732,0.125132954766243
"Facename: Encoding-Recall, XGB",xgb_face4,0.053451637709093,0.105937590755123,0.038459803681734,0.129519105775066,0.065734362396827
"Facename: Encoding-Distractor, XGB",xgb_face5,0.176802367032531,0.191925927663634,0.099061493230032,0.06678980627049,0.074535886535129
"Facename: Recall-Distractor, XGB",xgb_face6,0.124414549647187,0.193826794282314,0.101274851621708,0.071790621738423,-0.042186040158667
"Facename FC, XGB",xgb_face_FC_PCA75,0.151033058264666,0.143463658416677,0.081143994731975,0.076860215421735,0.012464152459218
"Resting State FC, XGB",xgb_rest_PCA75,0.158165021165117,0.124786934316094,0.274109321077668,0.113312125734303,0.117706133564654
"Subcortical Volume, XGB",xgb_subc,0.034684420498813,0.023922703204754,0.07536930499647,0.067083594741272,0.039003833278614
"Surface Area, XGB",xgb_surf,0.094535720555974,-0.002446696733972,-0.03303262844531,-0.028042877332005,-0.032083145908627
"Vismotor Contrast, XGB",xgb_vism,0.086511192198576,0.121495481543594,0.006515677402419,0.062508834325707,0.019563979760101
"Vismotor FC, XGB",xgb_vism_FC_PCA75,0.018561704842733,0.024828850767074,0.076803799740631,0.051396417978661,0.00273299888476
"Stacked: All, eNet+eNet",eNet_eNet_set1,0.423608977965129,0.403027288731869,0.329049751851634,0.367990490695306,0.301800990492013
"Stacked: Task Contrast, eNet+eNet",eNet_eNet_set2,0.330341350349291,0.318751967743675,0.156859521054682,0.340569642190867,0.163208989496371
"Stacked: Non Task, eNet+eNet",eNet_eNet_set3,0.320511679878482,0.149423091595554,0.21671687258339,0.208208111277528,0.17423241499059
"Stacked: Task FC, eNet+eNet",eNet_eNet_set4,0.208856502144238,0.201193463766662,0.167868613026819,0.153836067243974,0.123845569627674
"Stacked: Task Contrast & Task FC, eNet+eNet",eNet_eNet_set5,0.353960052429811,0.344330653087966,0.199486198387542,0.353546148870451,0.22190400319412
"Stacked: All excluding Task FC, eNet+eNet",eNet_eNet_set6,0.41138611445153,0.380559916857747,0.316901239140294,0.370829759650107,0.280049357913711
"Stacked: All excluding Task Contrast, eNet+eNet",eNet_eNet_set7,0.363610833782815,0.283989311130928,0.295545630408391,0.248291058456965,0.264975021978689
"Stacked: Resting and Task FC, eNet+eNet",eNet_eNet_set8,0.300915640145183,0.207752034304475,0.267896141679669,0.23103733547937,0.207885428577822
"Stacked: All, eNet+RF",eNet_rf_set1,0.415006761796935,0.438113289250379,0.328751080544518,0.355177240017427,0.300831194621311
"Stacked: Task Contrast, eNet+RF",eNet_rf_set2,0.363073412576965,0.338647299766028,0.146748148141984,0.310458339908798,0.136887925931773
"Stacked: Non Task, eNet+RF",eNet_rf_set3,0.352776145865934,0.153680897433486,0.142358749420003,0.23508489679692,0.166460544484113
"Stacked: Task FC, eNet+RF",eNet_rf_set4,0.166624101986574,0.215169378921297,0.176925579941598,0.150548578941259,0.13629807951123
"Stacked: Task Contrast & Task FC, eNet+RF",eNet_rf_set5,0.377945778861063,0.385835662366283,0.208340880407023,0.328771072850945,0.217272285618354
"Stacked: All excluding Task FC, eNet+RF",eNet_rf_set6,0.417547158305479,0.409428273447314,0.274483042561787,0.351846508793679,0.265058563640206
"Stacked: All excluding Task Contrast, eNet+RF",eNet_rf_set7,0.373556757395341,0.300645817941268,0.324224239609658,0.278148940562283,0.259386988562677
"Stacked: Resting and Task FC, eNet+RF",eNet_rf_set8,0.272167994838959,0.258758236156967,0.274579378502098,0.229465240533961,0.200714792542031
"Stacked: All, eNet+SVR",eNet_svr_set1,0.414395534337528,0.408657108592427,0.326456564959855,0.363545448619727,0.306630883835191
"Stacked: Task Contrast, eNet+SVR",eNet_svr_set2,0.308376998541029,0.315227725130479,0.10801622281638,0.340272977655498,0.163705374273843
"Stacked: Non Task, eNet+SVR",eNet_svr_set3,0.3271628487044,0.156621094133353,0.191120566127906,0.195960915148068,0.179455652529621
"Stacked: Task FC, eNet+SVR",eNet_svr_set4,0.212237399212271,0.206704668510621,0.174980803673679,0.163523997210754,0.122597978238617
"Stacked: Task Contrast & Task FC, eNet+SVR",eNet_svr_set5,0.339513240168569,0.346338996887688,0.179740564595899,0.350376423881373,0.223309550215109
"Stacked: All excluding Task FC, eNet+SVR",eNet_svr_set6,0.41038002538844,0.386647728442532,0.312230500331323,0.362415012105527,0.286964026988122
"Stacked: All excluding Task Contrast, eNet+SVR",eNet_svr_set7,0.370902222111599,0.287100902295135,0.311763337563892,0.23210344846063,0.274880230788518
"Stacked: Resting and Task FC, eNet+SVR",eNet_svr_set8,0.304230846693732,0.223615246764168,0.276562861948571,0.240726833912768,0.215099766485574
"Stacked: All, eNet+XGB",eNet_xgb_set1,0.375315750079076,0.403960078755936,0.310750278257508,0.322351474074879,0.282987385508344
"Stacked: Task Contrast, eNet+XGB",eNet_xgb_set2,0.329775484061803,0.319305231275195,0.134761124302845,0.307308500219365,0.135608852234347
"Stacked: Non Task, eNet+XGB",eNet_xgb_set3,0.370311639608584,0.147782231305113,0.136483576351292,0.201442703832742,0.163956518268144
